Farmer_ID,Crop,Yield,Temperature,Inventory,Pesticide,Price
F02374,cereals primary,2020.7,25.1986,14.0,69.45,4250.0
F02375,cantaloupes and other melons,17000.0,24.9588,2.0,20.62,6510.0
F02376,other pulses n e c,578.7,28.5462,6.0,25.84,3385.0
F02377,hen eggs in shell fresh,150148.0,26.5858,2.0,43.69,6850.0
F02378,areca nuts,3966.3,27.5391,2.0,44.35,5720.0
F02379,vetches,1460.8,23.174,24.0,18.26,3620.0
F02380,onions and shallots green,17518.2,24.5278,11.0,67.69,1380.0
F02381,sugar cane,52190.9,27.5214,2.0,55.48,4141.0
F02382,canary seed,0.0,24.3263,10.0,55.37,6190.0
F02383,cereals n e c,2672.8,19.8107,11.0,30.56,18700.0
F02384,dates,15663.9,29.3847,9.0,34.18,4550.0
F02385,buckwheat,1126.9,18.7296,11.0,22.03,6800.0
F02386,peas dry,1628.6,29.1722,48.0,45.08,2951.0
F02387,sunflower seed,1870.0,25.0756,7.0,69.46,7625.0
F02388,safflower seed,719.1,21.8117,18.0,31.0,2840.0
F02389,other beans green,9000.0,28.6141,4.0,62.33,5865.0
F02390,natural rubber in primary forms,2265.1,25.8671,104.0,37.84,2110.0
F02391,milk total,3008.0,11.8277,2.0,49.97,2450.0
F02392,raw milk of cattle,33406.0,29.5781,10.0,16.98,6790.0
F02393,groundnut,61275.3,33.2345,7.0,67.04,4200.0
F02394,cantaloupes and other melons,17288.4,25.4348,2.0,38.63,5955.0
F02395,tung nuts,890.7,23.2024,46.0,68.57,2760.0
F02396,cantaloupes and other melons,6529.6,19.9289,68.0,42.97,2330.0
F02397,pistachios in shell,668.3,27.6275,6.0,42.18,12000.0
F02398,raw hides and skins of goats or kids,25.0,26.6333,6.0,61.17,5420.0
F02399,other fibre crops raw n e c,631.1,24.3277,2.0,50.69,5651.0
F02400,jute raw or retted,1522.9,25.4047,4.0,53.18,2560.0
F02401,rape or colza seed,2161.7,26.8305,6.0,41.4,11180.0
F02402,other pome fruits,4142.4,17.2494,2.0,51.42,5800.0
F02403,pulses total,1246.6,23.7975,4.0,10.32,2100.0
F02404,true hemp raw or retted,4542.8,26.1055,132.0,67.37,2940.0
F02405,cherries,7081.4,20.2802,4.0,66.69,5300.0
F02406,buckwheat,1360.5,25.5042,5.0,55.27,1910.0
F02407,potatoes,11303.6,24.8321,8.0,42.4,7750.0
F02408,gur,852.0,21.4087,4.0,13.8,3180.0
F02409,jojoba seeds,470.8,22.8485,32.0,39.5,2000.0
F02410,lemons and limes,6112.5,19.0781,4.0,59.03,5635.0
F02411,groundnuts excluding shelled,1588.5,22.4742,14.0,57.97,6563.0
F02412,fruit primary,10862.2,27.8242,42.0,53.0,4151.0
F02413,pomegranate,30869.9,18.2023,104.0,31.22,2750.0
F02414,unmanufactured tobacco,1851.9,25.0087,12.0,45.02,2185.0
F02415,jute raw or retted,2379.1,26.0018,18.0,69.46,1450.0
F02416,soya beans,1952.7,28.5783,2.0,44.42,8050.0
F02417,plums and sloes,8612.5,25.4252,5.0,35.72,2425.0
F02418,sugar cane,64638.6,23.3384,25.0,46.94,6395.0
F02419,yams,8373.7,23.8258,10.0,40.44,7180.0
F02420,cauliflower,33605.5,32.2694,24.0,37.76,570.0
F02421,canary seed,405.2,21.2594,12.0,50.96,1250.0
F02422,kidneybeans,6585.3,19.9289,10.0,19.6,570.0
F02423,raw hides and skins of buffaloes,335.0,27.2278,2.0,40.55,2515.0
F02424,raw hides and skins of cattle,267.0,22.1906,4.0,30.57,560.0
F02425,sisal raw,1039.5,21.8013,8.0,11.37,1530.0
F02426,figs,17444.2,19.6492,12.0,62.13,2325.0
F02427,sesame seed,533.3,28.7401,2.0,47.29,4450.0
F02428,mothbeans,1788.5,27.6547,54.0,20.06,1210.0
F02429,oats,2258.1,27.8403,28.0,52.53,4155.0
F02430,chillies and peppers dry raw,782.9,21.3514,3.0,57.44,3900.0
F02431,grape,22239.4,27.92,18.0,65.27,4230.0
F02432,unmanufactured tobacco,2012.6,28.0958,22.0,33.64,4060.0
F02433,coffee green,380.0,28.8941,2.0,26.66,6100.0
F02434,ramie raw or retted,3919.6,25.6322,50.0,42.09,4199.0
F02435,true hemp raw or retted,1000.0,29.0991,2.0,47.16,2400.0
F02436,green gram,1168.3,21.8062,38.0,16.07,7751.0
F02437,safflower seed,1644.9,28.385,26.0,60.71,2300.0
F02438,chicory roots,45388.1,27.5728,4.0,26.19,5380.0
F02439,other vegetables fresh n e c,9998.0,16.7756,8.0,53.51,2120.0
F02440,cow peas dry,434.4,23.593,50.0,15.24,6000.0
F02441,brinjal,7295.5,20.06,78.0,14.65,1250.0
F02442,soybean,3268.6,25.5675,26.0,39.74,4086.0
F02443,fruit primary,7454.4,26.4402,12.0,24.2,3801.0
F02444,tea leaves,9715.0,20.1237,18.0,53.23,7350.0
F02445,unmanufactured tobacco,877.9,17.8485,22.0,49.13,4011.0
F02446,sesame seed,501.0,29.4642,8.0,53.24,4200.0
F02447,watermelon,43298.6,25.376,15.0,35.92,5900.0
F02448,rape or colza seed,2790.1,29.6885,6.0,24.39,4021.0
F02449,cucumbers and gherkins,22285.7,21.4218,50.0,57.89,3000.0
F02450,cashewapple,2402.9,24.9704,16.0,28.88,8200.0
F02451,yautia,10469.1,26.9245,2.0,28.35,4930.0
F02452,vanilla raw,275.3,16.3962,24.0,37.9,4125.0
F02453,cereals n e c,2059.5,28.5782,16.0,55.21,7060.0
F02454,citrus fruit total,6146.6,27.3459,8.0,49.54,2101.0
F02455,chickpea,7430.3,18.1974,6.0,42.94,2305.0
F02456,cow peas dry,150.0,21.4761,2.0,12.58,4100.0
F02457,buckwheat,729.3,18.9285,11.0,54.82,4305.0
F02458,chillies and peppers green,269230.8,28.941,4.0,11.59,2535.0
F02459,citrus fruit total,11460.4,28.069,8.0,51.52,7175.0
F02460,vegetables primary,25794.0,22.4458,5.0,55.52,1730.0
F02461,oats,2757.9,35.8986,10.0,67.13,5895.0
F02462,leeks and other alliaceous vegetables,44879.5,30.7938,52.0,33.7,2830.0
F02463,raw milk of buffalo,12669.0,27.339,24.0,66.31,2425.0
F02464,almonds in shell,2062.4,24.5925,44.0,54.92,2435.0
F02465,onions and shallots green,45209.7,28.4365,2.0,60.17,4750.0
F02466,hazelnuts in shell,1230.4,24.8609,22.0,28.01,4280.0
F02467,oilcrops cake equivalent,1799.9,19.6374,23.0,11.35,3900.0
F02468,wheat,1320.4,25.8976,2.0,63.29,2400.0
F02469,chillies and peppers dry raw,1915.7,20.2671,9.0,67.25,5600.0
F02470,other beans green,928.1,28.568,7.0,53.82,7305.0
F02471,other stimulant spice and aromatic crops n e c,1238.3,26.1371,50.0,32.44,13360.0
F02472,milk total,10939.0,43.302,21.0,58.97,1600.0
F02473,chestnuts in shell,1726.9,27.999,3.0,13.24,2625.0
F02474,chillies and peppers green,8204.2,26.1387,10.0,65.15,2810.0
F02475,arhar,6833.2,24.2161,11.0,48.26,6245.0
F02476,onions and shallots dry,31856.2,26.3593,6.0,25.19,5890.0
F02477,jute,2501.0,24.4474,50.0,16.64,8250.0
F02478,kola nuts,558.3,21.3509,6.0,51.52,3900.0
F02479,muskmelon,513.4,28.5905,14.0,32.58,5350.0
F02480,walnuts in shell,20.8,27.8449,6.0,15.71,16750.0
F02481,jojoba seeds,470.8,31.7768,18.0,13.02,4710.0
F02482,nutmeg mace cardamoms raw,183.9,11.5032,90.0,41.53,800.0
F02483,eggs from other birds in shell fresh n e c,454.0,25.9678,19.0,59.71,3455.0
F02484,vegetables primary,9768.6,29.3825,4.0,32.8,4300.0
F02485,asparagus,5969.5,17.3415,38.0,14.03,3931.0
F02486,pears,9518.0,18.8978,48.0,17.38,5025.0
F02487,hazelnuts in shell,518.6,39.7315,7.0,37.78,2100.0
F02488,raw hides and skins of buffaloes,378.0,23.1426,23.0,19.46,6150.0
F02489,sugar cane,20000.0,27.322,2.0,19.14,2040.0
F02490,currants,2921.2,28.7649,78.0,44.05,1700.0
F02491,kenaf and other textile bast fibres raw or retted,460.5,22.2287,48.0,54.57,5850.0
F02492,cashew nuts in shell,1091.4,25.5496,5.0,22.83,19725.0
F02493,cinnamon and cinnamon tree flowers raw,1522.8,26.3593,34.0,40.43,1400.0
F02494,okra,9367.3,26.6507,11.0,58.16,5851.0
F02495,other beans green,19488.5,29.4346,120.0,36.95,6299.0
F02496,green corn,5428.4,27.864,80.0,51.7,5000.0
F02497,other sugar crops n e c,2792.0,27.1051,8.0,27.48,2860.0
F02498,chilli,23000.0,20.0468,16.0,49.39,2400.0
F02499,roots and tubers total,21851.3,21.0221,9.0,44.46,19700.0
F02500,leeks and other alliaceous vegetables,18325.5,30.4368,3.0,30.91,2260.0
F02501,banana,3055.0,28.65,52.0,60.79,2950.0
F02502,lemons and limes,32371.5,27.9429,6.0,14.79,6600.0
F02503,dates,8384.0,24.3353,32.0,30.42,6100.0
F02504,chilli,1584.2,20.0454,2.0,28.11,1670.0
F02505,karite nuts,867.4,29.3825,24.0,30.86,2000.0
F02506,rice,7136.8,26.0887,9.0,41.3,4480.0
F02507,grape,29740.8,41.9487,14.0,32.11,5973.0
F02508,potatoes,37766.6,28.5238,7.0,40.54,1300.0
F02509,okra,5000.0,25.4348,26.0,50.55,2280.0
F02510,plums and sloes,3430.6,33.0469,18.0,55.05,5350.0
F02511,other vegetables fresh n e c,15415.5,22.9236,38.0,48.11,6500.0
F02512,peas dry,1586.4,28.3472,11.0,23.85,5390.0
F02513,persimmons,5677.6,29.507,52.0,46.29,4300.0
F02514,eggs from other birds in shell fresh n e c,4062581.0,23.9814,26.0,15.09,3300.0
F02515,hazelnuts in shell,1804.7,26.0538,32.0,62.55,4580.0
F02516,blueberries,6548.2,26.3663,6.0,35.5,35100.0
F02517,other oil seeds n e c,1554.9,26.1055,2.0,47.65,4055.0
F02518,sugar beet,57251.9,25.9795,62.0,13.86,2225.0
F02519,yams,8869.9,34.9466,27.0,34.04,7000.0
F02520,sesame seed,259.0,23.502,2.0,39.5,3700.0
F02521,beans dry,1306.0,26.8704,2.0,54.7,5800.0
F02522,kenaf and other textile bast fibres raw or retted,1176.9,27.1082,8.0,24.42,1660.0
F02523,citrus fruit total,4524.0,27.3591,18.0,62.68,3550.0
F02524,raw hides and skins of cattle,202.0,27.5219,6.0,46.53,6240.0
F02525,karite nuts,1711.3,29.6321,8.0,54.16,1025.0
F02526,green gram,286.0,24.3974,16.0,24.23,6462.0
F02527,chilli,2246.7,23.4855,52.0,67.86,4500.0
F02528,maize,8099.8,18.5251,30.0,66.7,2070.0
F02529,abaca manila hemp raw,1305.5,33.7837,22.0,11.85,5500.0
F02530,jute,235.9,23.9289,5.0,40.36,4200.0
F02531,fruit primary,10858.9,21.0114,40.0,19.54,2300.0
F02532,mungbean,18072.4,28.1743,32.0,28.28,2433.0
F02533,peppermint spearmint,16225.5,33.1818,7.0,18.51,8800.0
F02534,okra,8863.8,22.8123,132.0,69.41,1500.0
F02535,sour cherries,6469.2,23.9615,26.0,26.93,6100.0
F02536,maize,870.5,25.9748,11.0,67.56,1660.0
F02537,lentil,3205.3,18.0649,48.0,21.81,7000.0
F02538,brinjal,17044.3,22.9205,10.0,42.08,1620.0
F02539,chillies and peppers dry raw,5914.0,31.2279,2.0,48.96,7410.0
F02540,anise badian coriander cumin caraway fennel and juniper berries raw,800.0,26.2964,8.0,18.63,5675.0
F02541,dates,2085.5,24.1709,20.0,14.5,1940.0
F02542,raw hides and skins of sheep or lambs,29.0,33.3302,24.0,41.69,2130.0
F02543,bajra,1752.9,27.705,5.0,18.96,2360.0
F02544,mango,52790.0,32.8214,26.0,28.85,3600.0
F02545,brinjal,1020.4,23.4626,10.0,64.18,1885.0
F02546,artichokes,10545.3,27.5935,5.0,56.42,1900.0
F02547,milk total,64972.0,28.6609,23.0,35.66,7200.0
F02548,cucumbers and gherkins,42857.7,27.5935,3.0,52.72,2700.0
F02549,asparagus,4227.5,20.1608,9.0,26.99,4450.0
F02550,sour cherries,11542.5,29.4774,13.0,31.27,1625.0
F02551,cabbages,7860.0,27.6275,26.0,51.33,5065.0
F02552,strawberries,40995.7,24.3712,4.0,43.99,10470.0
F02553,kola nuts,300.2,23.986,10.0,56.64,18700.0
F02554,raw milk of camel,3120.0,23.9814,19.0,11.75,2550.0
F02555,lemons and limes,2461.9,28.3869,11.0,32.26,21901.0
F02556,carrot,9019.4,28.7783,3.0,69.24,200.0
F02557,yams,10787.6,24.868,52.0,60.16,4100.0
F02558,lemons and limes,32371.5,43.0802,2.0,29.68,2799.0
F02559,triticale,2348.3,22.4725,2.0,62.91,4035.0
F02560,other tropical fruits n e c,12118.9,23.5001,22.0,15.64,3775.0
F02561,seed cotton unginned,2673.7,31.4651,12.0,60.38,5850.0
F02562,persimmons,21657.1,18.1723,26.0,55.86,2150.0
F02563,cassava leaves,10000.0,28.4206,4.0,14.15,18900.0
F02564,pulses total,2831.0,22.7509,4.0,54.06,2625.0
F02565,vanilla raw,327.7,22.4338,12.0,40.44,3300.0
F02566,persimmons,21814.3,29.1623,2.0,58.85,2196.0
F02567,peaches and nectarines,14645.9,24.1638,4.0,63.29,5435.0
F02568,treenuts total,8.5,25.7854,8.0,65.53,2500.0
F02569,vegetables primary,7643.3,27.5935,20.0,58.21,1765.0
F02570,carrots and turnips,37953.3,29.4202,44.0,38.49,6340.0
F02571,other sugar crops n e c,13099.4,23.626,8.0,65.26,2200.0
F02572,oil palm fruit,8834.4,28.6828,4.0,37.31,9180.0
F02573,tallowtree seeds,2470.4,26.0387,24.0,37.28,2355.0
F02574,kenaf and other textile bast fibres raw or retted,1364.0,35.9518,44.0,38.17,3530.0
F02575,potatoes,19498.9,21.6602,8.0,25.36,4100.0
F02576,groundnut,7891.2,23.4261,20.0,31.01,4475.0
F02577,broad beans and horse beans dry,1912.3,30.0182,2.0,29.24,4000.0
F02578,ginger,39835.8,28.9517,8.0,47.41,5520.0
F02579,kiwi fruit,15994.5,42.3941,5.0,63.54,2625.0
F02580,peppermint spearmint,1640.0,25.1374,2.0,26.09,2310.0
F02581,lentil,31287.4,18.5414,28.0,44.58,6370.0
F02582,cassava leaves,10000.0,26.4549,12.0,15.34,9000.0
F02583,broad beans and horse beans green,7535.6,23.7387,14.0,37.66,2440.0
F02584,broad beans and horse beans green,2675.1,23.2624,16.0,38.63,2415.0
F02585,olives,1683.2,28.048,28.0,68.59,5575.0
F02586,raw hides and skins of sheep or lambs,67.0,22.3016,9.0,49.33,3580.0
F02587,linseed,819.5,29.2565,6.0,17.84,4000.0
F02588,kidneybeans,1025.2,19.9192,12.0,35.67,2650.0
F02589,pigeonpeas,77.2,36.3005,15.0,22.87,15000.0
F02590,plantains and cooking bananas,24326.0,26.4931,6.0,28.91,2750.0
F02591,pyrethrum dried flowers,424.9,24.0668,5.0,41.64,5342.0
F02592,safflower seed,557.3,18.9022,48.0,40.95,5175.0
F02593,eggs from other birds in shell fresh n e c,80.0,33.5615,14.0,15.4,2558.0
F02594,groundnuts excluding shelled,1083.3,27.0065,10.0,36.08,6562.0
F02595,carrot,2688.6,27.0121,2.0,68.24,7800.0
F02596,peas green,5808.8,25.4252,50.0,25.19,400.0
F02597,sugar cane,79309.2,21.3778,14.0,20.11,7000.0
F02598,beans dry,910.1,28.0485,5.0,21.56,6023.0
F02599,sesame seed,941.3,33.2345,4.0,24.59,6070.0
F02600,apple,5815.9,21.8013,3.0,55.84,8370.0
F02601,raw hides and skins of sheep or lambs,14.0,21.0727,5.0,35.06,2600.0
F02602,other nuts in shell n e c,9620.6,28.609,9.0,42.83,2226.0
F02603,kiwi fruit,17704.3,21.3278,6.0,49.64,20000.0
F02604,plantains and cooking bananas,13836.1,27.3137,9.0,54.32,2371.0
F02605,fonio,1399.3,20.2671,7.0,35.5,250.0
F02606,soya beans,2263.2,27.3001,50.0,64.24,5005.0
F02607,chick peas dry,1019.5,28.0032,10.0,16.5,2400.0
F02608,mangoes guavas and mangosteens,5880.0,10.1643,2.0,33.48,700.0
F02609,plantains and cooking bananas,4746.3,25.1964,10.0,34.88,5710.0
F02610,onions and shallots green,22726.9,19.8839,16.0,14.14,6040.0
F02611,pigeon peas dry,910.0,23.2068,18.0,11.66,7400.0
F02612,pineapples,12410.3,34.1772,11.0,69.74,5760.0
F02613,locust beans,2113.0,21.6315,7.0,21.82,4965.0
F02614,tea leaves,380.8,29.5888,8.0,62.66,1665.0
F02615,safflower seed,500.0,28.9025,30.0,36.75,5877.5
F02616,kidneybeans,3597.6,15.5383,36.0,18.68,24600.0
F02617,olives,7314.0,11.1899,6.0,18.14,6680.0
F02618,melonseed,518.1,24.0295,4.0,48.54,2557.0
F02619,jojoba seeds,470.8,28.9833,11.0,67.12,7700.0
F02620,seed cotton unginned,6604.8,34.74,84.0,46.46,7800.0
F02621,cassava leaves,10000.0,21.3514,38.0,39.78,4200.0
F02622,coffee green,599.1,27.1872,2.0,46.23,6930.0
F02623,tangerines mandarins clementines,11074.4,25.1384,16.0,19.18,5465.0
F02624,triticale,3364.2,29.6885,90.0,28.06,2275.0
F02625,milk total,26396.0,13.8377,21.0,26.87,7055.0
F02626,yams,13220.7,23.6119,28.0,60.76,4200.0
F02627,currants,2065.6,28.0548,2.0,53.08,4255.0
F02628,coconuts in shell,4188.2,27.9237,23.0,13.65,2150.0
F02629,nutmeg mace cardamoms raw,505.7,22.8485,2.0,59.52,6645.0
F02630,blueberries,5751.5,24.8544,13.0,50.14,2000.0
F02631,garlic,738.9,28.0958,6.0,48.1,6415.0
F02632,beans dry,1124.9,19.6569,46.0,58.96,5500.0
F02633,mustard seed,681.2,27.3459,3.0,13.14,8630.0
F02634,asparagus,4262.7,30.0855,4.0,41.77,2575.0
F02635,sesame seed,4827.6,29.6924,5.0,68.54,7720.0
F02636,areca nuts,3637.3,20.1608,50.0,21.58,1520.0
F02637,spinach,42137.3,18.3589,21.0,29.85,1975.0
F02638,bhindi,7917.3,28.8767,2.0,48.78,5750.0
F02639,jute raw or retted,2359.7,19.2889,104.0,45.62,3835.0
F02640,anise badian coriander cumin caraway fennel and juniper berries raw,1135.3,24.875,68.0,18.77,2700.0
F02641,cauliflowers and broccoli,27418.7,22.9639,26.0,67.49,2610.0
F02642,chicory roots,21203.2,19.4865,2.0,12.85,5350.0
F02643,walnuts in shell,4719.8,24.4911,2.0,29.25,7200.0
F02644,pistachios in shell,1035.2,31.1105,6.0,55.83,2770.0
F02645,oats,2593.9,13.285,10.0,43.04,4100.0
F02646,papaya,4348.9,37.0355,12.0,17.94,2120.0
F02647,mixed grain,4919.6,27.8242,24.0,27.88,4289.0
F02648,mustard seed,800.0,29.4577,2.0,35.35,4120.0
F02649,cauliflowers and broccoli,7945.9,18.1303,68.0,16.0,2990.0
F02650,anise badian coriander cumin caraway fennel and juniper berries raw,886.7,25.7935,7.0,38.04,4200.0
F02651,kola nuts,670.0,29.653,44.0,10.51,6290.0
F02652,sweet potatoes,6256.7,29.3774,2.0,55.11,6299.0
F02653,potatoes,15112.1,25.4079,7.0,34.97,4200.0
F02654,pyrethrum dried flowers,637.8,16.1482,27.0,35.0,2565.0
F02655,raw milk of cattle,5715.0,23.5001,10.0,60.58,860.0
F02656,leeks and other alliaceous vegetables,18592.5,32.9703,144.0,63.75,2850.0
F02657,muskmelon,6154.0,29.1097,38.0,30.35,1785.0
F02658,safflower seed,794.7,25.8693,6.0,38.42,888.0
F02659,raw hides and skins of buffaloes,614.0,28.278,13.0,43.4,6100.0
F02660,ramie raw or retted,2170.7,23.2808,14.0,48.63,5330.0
F02661,kenaf and other textile bast fibres raw or retted,1396.1,25.741,50.0,26.44,4250.0
F02662,blackgram,570.0,31.5585,22.0,17.68,22100.0
F02663,bhindi,13519.1,25.1369,6.0,23.15,2170.0
F02664,triticale,3579.6,21.9104,13.0,56.42,3780.0
F02665,quinces,4022.7,23.0101,13.0,37.22,6200.0
F02666,apple,10344.2,21.7042,2.0,31.98,9075.0
F02667,yautia,9993.6,29.1401,16.0,21.17,5700.0
F02668,mungbean,1486.3,27.3368,11.0,45.27,5700.0
F02669,other stone fruits,5557.1,23.6921,2.0,27.2,5800.0
F02670,other tropical fruits n e c,8220.3,24.3712,25.0,23.76,4636.0
F02671,hempseed,850.0,17.2239,13.0,66.48,3737.0
F02672,edible roots and tubers with high starch or inulin content n e c fresh,4670.5,22.3194,4.0,11.57,5810.0
F02673,papayas,64130.4,33.796,15.0,64.37,5125.0
F02674,sweet potatoes,12244.8,33.1818,8.0,64.04,11900.0
F02675,other fibre crops raw n e c,561.8,25.1111,2.0,30.55,7640.0
F02676,walnuts in shell,3929.0,41.3133,2.0,54.98,3081.0
F02677,flax raw or retted,514.0,27.8125,4.0,40.44,6400.0
F02678,potatoes,17209.0,36.8916,4.0,66.83,6200.0
F02679,gooseberries,5636.7,18.8885,7.0,68.45,6000.0
F02680,tung nuts,1131.2,30.4918,13.0,35.39,4100.0
F02681,pumpkins squash and gourds,7700.4,27.1487,14.0,30.05,2325.0
F02682,pulses total,1262.8,42.9233,26.0,47.43,5415.0
F02683,green corn,14359.6,20.5798,2.0,50.91,7040.0
F02684,lettuce and chicory,15185.9,24.2914,7.0,66.84,4149.0
F02685,hazelnuts in shell,921.2,28.8808,26.0,53.26,1894.0
F02686,cashew nuts in shell,1087.1,21.9814,7.0,30.49,5651.0
F02687,lupins,1000.0,21.5358,24.0,26.61,3100.0
F02688,okra,18000.0,27.6964,5.0,57.88,6280.0
F02689,broad beans and horse beans dry,902.0,22.6036,4.0,13.62,7152.5
F02690,brinjal,78837.0,19.0794,4.0,60.08,1065.0
F02691,nutmeg mace cardamoms raw,286.4,29.9968,10.0,17.02,5755.0
F02692,sour cherries,1302.0,18.2877,27.0,24.16,4170.0
F02693,arhar,18821.8,28.5474,14.0,10.88,5000.0
F02694,other vegetables fresh n e c,6449.8,23.2808,46.0,28.71,2210.0
F02695,unmanufactured tobacco,1125.0,33.0469,9.0,63.6,6612.0
F02696,mat leaves,4200.0,32.3474,30.0,16.39,1800.0
F02697,papayas,39922.2,26.4733,4.0,46.58,4780.0
F02698,raw hides and skins of goats or kids,74.0,28.2348,22.0,40.95,2775.0
F02699,leeks and other alliaceous vegetables,10941.2,19.2889,52.0,47.02,5770.0
F02700,kapok fruit,1619.0,16.3625,2.0,19.06,24400.0
F02701,cereals primary,6201.1,29.0727,28.0,33.27,1675.0
F02702,edible roots and tubers with high starch or inulin content n e c fresh,6807.5,16.2785,7.0,17.65,2810.0
F02703,plums and sloes,18057.0,25.7304,10.0,18.52,4000.0
F02704,muskmelon,3379.2,28.5238,24.0,69.41,3835.0
F02705,cashewapple,2587.6,36.9779,4.0,25.2,2330.0
F02706,lemons and limes,10026.9,27.5609,20.0,49.13,6915.0
F02707,maize,1000.3,23.8911,11.0,26.57,2335.0
F02708,mustard,9394.4,29.5875,2.0,22.14,5405.0
F02709,raw milk of cattle,109260.0,21.1985,4.0,49.21,4470.0
F02710,coconut,15358.0,29.7093,16.0,47.31,5925.0
F02711,broad beans and horse beans green,10591.5,26.5939,32.0,26.41,2200.0
F02712,rice,3538.1,24.015,2.0,48.45,4600.0
F02713,vanilla raw,409.6,16.5346,14.0,22.25,2500.0
F02714,raw hides and skins of cattle,341.0,29.0938,11.0,21.95,740.0
F02715,soya beans,2412.3,22.4562,2.0,35.62,6000.0
F02716,fibre crops fibre equivalent,2789.7,29.9836,6.0,37.82,5391.0
F02717,papayas,10804.7,30.9491,4.0,15.95,3700.0
F02718,kidneybeans,3970.5,19.727,104.0,16.52,6900.0
F02719,melonseed,1477.3,31.2163,32.0,19.6,3040.0
F02720,pears,10639.4,31.8521,2.0,67.13,2483.0
F02721,jowar,3284.5,27.8403,24.0,29.75,4600.0
F02722,cassava fresh,25109.2,20.4895,3.0,39.16,7180.0
F02723,vetches,1244.2,35.4579,4.0,55.97,5946.0
F02724,watermelon,23173.0,24.9103,8.0,36.13,6800.0
F02725,blackgram,107.8,30.335,50.0,58.37,18251.0
F02726,apricots,1975.0,25.4623,3.0,26.23,4040.0
F02727,rice,8715.9,25.4859,16.0,40.79,1720.0
F02728,mustard,19847.0,19.4075,2.0,32.43,5051.0
F02729,cauliflower,1459.3,17.5721,16.0,41.64,400.0
F02730,currants,4587.2,10.2709,3.0,31.4,2265.0
F02731,cucumbers and gherkins,127735.3,20.2816,6.0,36.11,2237.0
F02732,karite nuts,1025.2,22.7813,66.0,51.41,8360.0
F02733,figs,13039.7,22.9821,15.0,25.56,2560.0
F02734,fruit primary,31324.8,21.6316,50.0,54.93,2200.0
F02735,green corn,25920.5,29.4577,50.0,21.45,4185.0
F02736,vanilla raw,166.1,26.1793,90.0,11.59,11500.0
F02737,bhindi,0.0,27.8242,16.0,54.08,1900.0
F02738,lentil,8000.0,27.612,22.0,44.43,5950.0
F02739,cereals n e c,1005.2,29.4774,4.0,49.87,2770.0
F02740,yams,8203.4,21.9856,32.0,57.49,5695.0
F02741,orange,3663.6,29.0741,78.0,18.36,1820.0
F02742,cranberries,6502.6,29.8597,15.0,33.71,4010.0
F02743,oil palm fruit,7674.1,28.6301,2.0,57.95,16225.0
F02744,sweet potatoes,21891.8,29.2441,2.0,33.45,7550.0
F02745,kapok fruit,1319.5,39.0407,54.0,29.13,4010.0
F02746,chick peas dry,11877.9,34.1307,28.0,67.46,1620.0
F02747,brinjal,5805.7,28.9804,12.0,15.81,1200.0
F02748,pistachios in shell,1125.9,31.5585,40.0,58.44,17000.0
F02749,chillies and peppers dry raw,14145.3,26.3391,12.0,29.32,1245.0
F02750,hempseed,625.0,27.7543,8.0,11.42,6900.0
F02751,sour cherries,7015.6,29.628,4.0,65.73,2510.0
F02752,carrots and turnips,21099.0,23.3229,9.0,40.27,6322.0
F02753,lupins,1918.0,25.3659,6.0,21.23,5452.0
F02754,cantaloupes and other melons,22194.6,28.5462,7.0,12.76,6783.0
F02755,linseed,748.4,24.3018,9.0,65.34,19000.0
F02756,hempseed,1033.6,29.1609,6.0,11.84,5300.0
F02757,oilcrops cake equivalent,325.6,23.4538,22.0,47.67,1300.0
F02758,oilcrops cake equivalent,1648.3,28.2797,3.0,30.58,4570.0
F02759,persimmons,10127.5,28.4357,2.0,39.85,4300.0
F02760,muskmelon,32222.2,29.3408,4.0,58.02,4500.0
F02761,peas dry,873.9,23.603,2.0,26.02,4800.0
F02762,tung nuts,2550.7,20.3369,11.0,18.77,2155.0
F02763,other beans green,6227.3,22.3663,12.0,50.55,7712.0
F02764,groundnuts excluding shelled,1548.3,27.322,15.0,27.32,6865.0
F02765,pigeon peas dry,1719.9,24.868,12.0,62.1,2690.0
F02766,bhindi,24460.2,33.4462,6.0,15.57,4300.0
F02767,mango,72466.0,31.8574,7.0,27.62,5200.0
F02768,other stimulant spice and aromatic crops n e c,1127.0,28.5621,2.0,40.63,6670.0
F02769,orange,11132.8,18.0514,18.0,39.13,3880.0
F02770,cauliflowers and broccoli,17702.4,11.1899,28.0,32.64,1560.0
F02771,buckwheat,2549.9,25.4047,19.0,21.73,4350.0
F02772,anise badian coriander cumin caraway fennel and juniper berries raw,1000.8,26.4733,17.0,33.62,3100.0
F02773,tangerines mandarins clementines,17584.3,26.6142,54.0,36.35,11900.0
F02774,hen eggs in shell fresh,189593.0,26.986,16.0,60.16,5450.0
F02775,sugar cane,95002.7,19.8134,44.0,62.23,5838.0
F02776,soya beans,2500.0,29.8923,11.0,25.41,6000.0
F02777,other fibre crops raw n e c,10766.5,31.6652,3.0,16.08,1610.0
F02778,mat leaves,4200.0,11.5032,12.0,36.36,2395.0
F02779,garlic,183.0,32.2765,10.0,10.45,2900.0
F02780,chilli,13130.0,27.5219,6.0,54.1,3625.0
F02781,hempseed,625.0,31.0856,27.0,57.11,1135.0
F02782,mat leaves,4200.0,24.9012,25.0,59.27,2750.0
